"Reporter_Country_Code","Reporter_Countries","Partner_Country_Code","Partner_Countries","Item_Code","Item","Element_Code","Element","Unit","Y2020"
230,"Ukraine",3,"Albania",633,"Beverages, non alcoholic",5922,"Export Value","1000 US$",92
230,"Ukraine",3,"Albania",886,"Butter, cow milk",5922,"Export Value","1000 US$",80
230,"Ukraine",3,"Albania",358,"Cabbages and other brassicas",5922,"Export Value","1000 US$",NA
230,"Ukraine",3,"Albania",238,"Cake, soybeans",5922,"Export Value","1000 US$",859
230,"Ukraine",3,"Albania",426,"Carrots and turnips",5922,"Export Value","1000 US$",NA
230,"Ukraine",3,"Albania",901,"Cheese, whole cow milk",5922,"Export Value","1000 US$",NA
230,"Ukraine",3,"Albania",401,"Chillies and peppers, green",5922,"Export Value","1000 US$",NA
230,"Ukraine",3,"Albania",666,"Chocolate products nes",5922,"Export Value","1000 US$",15
230,"Ukraine",3,"Albania",517,"Cider etc",5922,"Export Value","1000 US$",NA
230,"Ukraine",3,"Albania",828,"Cigarettes",5922,"Export Value","1000 US$",757
230,"Ukraine",3,"Albania",657,"Coffee, roasted",5922,"Export Value","1000 US$",NA
230,"Ukraine",3,"Albania",1293,"Crude materials",5922,"Export Value","1000 US$",255
230,"Ukraine",3,"Albania",397,"Cucumbers and gherkins",5922,"Export Value","1000 US$",NA
230,"Ukraine",3,"Albania",399,"Eggplants (aubergines)",5922,"Export Value","1000 US$",NA
230,"Ukraine",3,"Albania",1062,"Eggs, hen, in shell",5922,"Export Value","1000 US$",NA
230,"Ukraine",3,"Albania",1243,"Fat nes, prepared",5922,"Export Value","1000 US$",141
230,"Ukraine",3,"Albania",16,"Flour, wheat",5922,"Export Value","1000 US$",NA
230,"Ukraine",3,"Albania",1232,"Food prep nes",5922,"Export Value","1000 US$",53
230,"Ukraine",3,"Albania",651,"Forage products",5922,"Export Value","1000 US$",NA
230,"Ukraine",3,"Albania",620,"Fruit, dried nes",5922,"Export Value","1000 US$",648
230,"Ukraine",3,"Albania",623,"Fruit, prepared nes",5922,"Export Value","1000 US$",NA
230,"Ukraine",3,"Albania",406,"Garlic",5922,"Export Value","1000 US$",NA
230,"Ukraine",3,"Albania",518,"Juice, apple, single strength",5922,"Export Value","1000 US$",NA
230,"Ukraine",3,"Albania",622,"Juice, fruit nes",5922,"Export Value","1000 US$",NA
230,"Ukraine",3,"Albania",562,"Juice, grape",5922,"Export Value","1000 US$",NA
230,"Ukraine",3,"Albania",491,"Juice, orange, single strength",5922,"Export Value","1000 US$",NA
230,"Ukraine",3,"Albania",576,"Juice, pineapple",5922,"Export Value","1000 US$",NA
230,"Ukraine",3,"Albania",372,"Lettuce and chicory",5922,"Export Value","1000 US$",NA
230,"Ukraine",3,"Albania",333,"Linseed",5922,"Export Value","1000 US$",NA
230,"Ukraine",3,"Albania",18,"Macaroni",5922,"Export Value","1000 US$",NA
230,"Ukraine",3,"Albania",56,"Maize",5922,"Export Value","1000 US$",NA
230,"Ukraine",3,"Albania",1242,"Margarine, short",5922,"Export Value","1000 US$",125
230,"Ukraine",3,"Albania",870,"Meat, cattle, boneless (beef & veal)",5922,"Export Value","1000 US$",NA
230,"Ukraine",3,"Albania",1058,"Meat, chicken",5922,"Export Value","1000 US$",200
230,"Ukraine",3,"Albania",1061,"Meat, chicken, canned",5922,"Export Value","1000 US$",384
230,"Ukraine",3,"Albania",1041,"Meat, pig sausages",5922,"Export Value","1000 US$",NA
230,"Ukraine",3,"Albania",568,"Melons, other (inc.cantaloupes)",5922,"Export Value","1000 US$",NA
230,"Ukraine",3,"Albania",898,"Milk, skimmed dried",5922,"Export Value","1000 US$",353
230,"Ukraine",3,"Albania",882,"Milk, whole fresh cow",5922,"Export Value","1000 US$",NA
230,"Ukraine",3,"Albania",114,"Mixes and doughs",5922,"Export Value","1000 US$",5
230,"Ukraine",3,"Albania",292,"Mustard seed",5922,"Export Value","1000 US$",4
230,"Ukraine",3,"Albania",257,"Oil, palm",5922,"Export Value","1000 US$",4
230,"Ukraine",3,"Albania",268,"Oil, sunflower",5922,"Export Value","1000 US$",8060
230,"Ukraine",3,"Albania",339,"Oilseeds nes",5922,"Export Value","1000 US$",17
230,"Ukraine",3,"Albania",403,"Onions, dry",5922,"Export Value","1000 US$",NA
230,"Ukraine",3,"Albania",490,"Oranges",5922,"Export Value","1000 US$",NA
230,"Ukraine",3,"Albania",22,"Pastry",5922,"Export Value","1000 US$",19
230,"Ukraine",3,"Albania",417,"Peas, green",5922,"Export Value","1000 US$",NA
230,"Ukraine",3,"Albania",116,"Potatoes",5922,"Export Value","1000 US$",NA
230,"Ukraine",3,"Albania",31,"Rice, milled",5922,"Export Value","1000 US$",NA
230,"Ukraine",3,"Albania",30,"Rice, paddy (rice milled equivalent)",5922,"Export Value","1000 US$",NA
230,"Ukraine",3,"Albania",168,"Sugar confectionery",5922,"Export Value","1000 US$",57
230,"Ukraine",3,"Albania",164,"Sugar refined",5922,"Export Value","1000 US$",NA
230,"Ukraine",3,"Albania",267,"Sunflower seed",5922,"Export Value","1000 US$",NA
230,"Ukraine",3,"Albania",388,"Tomatoes",5922,"Export Value","1000 US$",NA
230,"Ukraine",3,"Albania",473,"Vegetables, frozen",5922,"Export Value","1000 US$",NA
230,"Ukraine",3,"Albania",110,"Wafers",5922,"Export Value","1000 US$",NA
230,"Ukraine",3,"Albania",232,"Walnuts, shelled",5922,"Export Value","1000 US$",340
230,"Ukraine",3,"Albania",222,"Walnuts, with shell",5922,"Export Value","1000 US$",190
230,"Ukraine",3,"Albania",631,"Waters,ice etc",5922,"Export Value","1000 US$",NA
230,"Ukraine",3,"Albania",15,"Wheat",5922,"Export Value","1000 US$",4576
230,"Ukraine",3,"Albania",892,"Yoghurt, concentrated or not",5922,"Export Value","1000 US$",NA
230,"Ukraine",4,"Algeria",711,"Anise, badian, fennel, coriander",5922,"Export Value","1000 US$",NA
230,"Ukraine",4,"Algeria",44,"Barley",5922,"Export Value","1000 US$",21135
230,"Ukraine",4,"Algeria",51,"Beer of barley",5922,"Export Value","1000 US$",1179
230,"Ukraine",4,"Algeria",633,"Beverages, non alcoholic",5922,"Export Value","1000 US$",NA
230,"Ukraine",4,"Algeria",229,"Brazil nuts, shelled",5922,"Export Value","1000 US$",NA
230,"Ukraine",4,"Algeria",886,"Butter, cow milk",5922,"Export Value","1000 US$",NA
230,"Ukraine",4,"Algeria",269,"Cake, sunflower",5922,"Export Value","1000 US$",2494
230,"Ukraine",4,"Algeria",101,"Canary seed",5922,"Export Value","1000 US$",NA
230,"Ukraine",4,"Algeria",113,"Cereal preparations nes",5922,"Export Value","1000 US$",13
230,"Ukraine",4,"Algeria",41,"Cereals, breakfast",5922,"Export Value","1000 US$",84
230,"Ukraine",4,"Algeria",901,"Cheese, whole cow milk",5922,"Export Value","1000 US$",NA
230,"Ukraine",4,"Algeria",191,"Chick peas",5922,"Export Value","1000 US$",20
230,"Ukraine",4,"Algeria",666,"Chocolate products nes",5922,"Export Value","1000 US$",66
230,"Ukraine",4,"Algeria",1293,"Crude materials",5922,"Export Value","1000 US$",NA
230,"Ukraine",4,"Algeria",771,"Flax fibre raw",5922,"Export Value","1000 US$",NA
230,"Ukraine",4,"Algeria",58,"Flour, maize",5922,"Export Value","1000 US$",NA
230,"Ukraine",4,"Algeria",16,"Flour, wheat",5922,"Export Value","1000 US$",NA
230,"Ukraine",4,"Algeria",1232,"Food prep nes",5922,"Export Value","1000 US$",NA
230,"Ukraine",4,"Algeria",623,"Fruit, prepared nes",5922,"Export Value","1000 US$",42
230,"Ukraine",4,"Algeria",172,"Glucose and dextrose",5922,"Export Value","1000 US$",285
230,"Ukraine",4,"Algeria",333,"Linseed",5922,"Export Value","1000 US$",58
230,"Ukraine",4,"Algeria",56,"Maize",5922,"Export Value","1000 US$",130568
230,"Ukraine",4,"Algeria",49,"Malt",5922,"Export Value","1000 US$",NA
230,"Ukraine",4,"Algeria",875,"Meat, beef, preparations",5922,"Export Value","1000 US$",NA
230,"Ukraine",4,"Algeria",909,"Milk, products of natural constituents nes",5922,"Export Value","1000 US$",NA
230,"Ukraine",4,"Algeria",898,"Milk, skimmed dried",5922,"Export Value","1000 US$",356
230,"Ukraine",4,"Algeria",889,"Milk, whole condensed",5922,"Export Value","1000 US$",62
230,"Ukraine",4,"Algeria",897,"Milk, whole dried",5922,"Export Value","1000 US$",403
230,"Ukraine",4,"Algeria",894,"Milk, whole evaporated",5922,"Export Value","1000 US$",NA
230,"Ukraine",4,"Algeria",79,"Millet",5922,"Export Value","1000 US$",186
230,"Ukraine",4,"Algeria",292,"Mustard seed",5922,"Export Value","1000 US$",18
230,"Ukraine",4,"Algeria",76,"Oats rolled",5922,"Export Value","1000 US$",792
230,"Ukraine",4,"Algeria",237,"Oil, soybean",5922,"Export Value","1000 US$",NA
230,"Ukraine",4,"Algeria",268,"Oil, sunflower",5922,"Export Value","1000 US$",9465
230,"Ukraine",4,"Algeria",403,"Onions, dry",5922,"Export Value","1000 US$",NA
230,"Ukraine",4,"Algeria",22,"Pastry",5922,"Export Value","1000 US$",NA
230,"Ukraine",4,"Algeria",187,"Peas, dry",5922,"Export Value","1000 US$",NA
230,"Ukraine",4,"Algeria",270,"Rapeseed",5922,"Export Value","1000 US$",187
230,"Ukraine",4,"Algeria",27,"Rice, paddy",5922,"Export Value","1000 US$",NA
230,"Ukraine",4,"Algeria",30,"Rice, paddy (rice milled equivalent)",5922,"Export Value","1000 US$",NA
230,"Ukraine",4,"Algeria",83,"Sorghum",5922,"Export Value","1000 US$",12
230,"Ukraine",4,"Algeria",236,"Soybeans",5922,"Export Value","1000 US$",6
230,"Ukraine",4,"Algeria",168,"Sugar confectionery",5922,"Export Value","1000 US$",19
230,"Ukraine",4,"Algeria",164,"Sugar refined",5922,"Export Value","1000 US$",NA
230,"Ukraine",4,"Algeria",267,"Sunflower seed",5922,"Export Value","1000 US$",NA
230,"Ukraine",4,"Algeria",232,"Walnuts, shelled",5922,"Export Value","1000 US$",NA
230,"Ukraine",4,"Algeria",222,"Walnuts, with shell",5922,"Export Value","1000 US$",194
230,"Ukraine",4,"Algeria",631,"Waters,ice etc",5922,"Export Value","1000 US$",NA
230,"Ukraine",4,"Algeria",15,"Wheat",5922,"Export Value","1000 US$",1358
230,"Ukraine",4,"Algeria",900,"Whey, dry",5922,"Export Value","1000 US$",55
230,"Ukraine",4,"Algeria",564,"Wine",5922,"Export Value","1000 US$",663
230,"Ukraine",7,"Angola",515,"Apples",5922,"Export Value","1000 US$",NA
230,"Ukraine",7,"Angola",51,"Beer of barley",5922,"Export Value","1000 US$",NA
230,"Ukraine",7,"Angola",634,"Beverages, distilled alcoholic",5922,"Export Value","1000 US$",NA
230,"Ukraine",7,"Angola",633,"Beverages, non alcoholic",5922,"Export Value","1000 US$",NA
230,"Ukraine",7,"Angola",901,"Cheese, whole cow milk",5922,"Export Value","1000 US$",NA
230,"Ukraine",7,"Angola",666,"Chocolate products nes",5922,"Export Value","1000 US$",NA
230,"Ukraine",7,"Angola",1293,"Crude materials",5922,"Export Value","1000 US$",NA
230,"Ukraine",7,"Angola",1064,"Eggs, dried",5922,"Export Value","1000 US$",NA
230,"Ukraine",7,"Angola",1062,"Eggs, hen, in shell",5922,"Export Value","1000 US$",NA
230,"Ukraine",7,"Angola",1243,"Fat nes, prepared",5922,"Export Value","1000 US$",NA
230,"Ukraine",7,"Angola",111,"Flour, cereals",5922,"Export Value","1000 US$",NA
230,"Ukraine",7,"Angola",58,"Flour, maize",5922,"Export Value","1000 US$",NA
230,"Ukraine",7,"Angola",295,"Flour, mustard",5922,"Export Value","1000 US$",NA
230,"Ukraine",7,"Angola",16,"Flour, wheat",5922,"Export Value","1000 US$",24
230,"Ukraine",7,"Angola",1232,"Food prep nes",5922,"Export Value","1000 US$",34
230,"Ukraine",7,"Angola",115,"Food preparations, flour, malt extract",5922,"Export Value","1000 US$",22
230,"Ukraine",7,"Angola",18,"Macaroni",5922,"Export Value","1000 US$",NA
230,"Ukraine",7,"Angola",56,"Maize",5922,"Export Value","1000 US$",NA
230,"Ukraine",7,"Angola",49,"Malt",5922,"Export Value","1000 US$",NA
230,"Ukraine",7,"Angola",1058,"Meat, chicken",5922,"Export Value","1000 US$",2447
230,"Ukraine",7,"Angola",1061,"Meat, chicken, canned",5922,"Export Value","1000 US$",NA
230,"Ukraine",7,"Angola",1038,"Meat, pork",5922,"Export Value","1000 US$",228
230,"Ukraine",7,"Angola",898,"Milk, skimmed dried",5922,"Export Value","1000 US$",NA
230,"Ukraine",7,"Angola",889,"Milk, whole condensed",5922,"Export Value","1000 US$",36
230,"Ukraine",7,"Angola",897,"Milk, whole dried",5922,"Export Value","1000 US$",NA
230,"Ukraine",7,"Angola",1036,"Offals, pigs, edible",5922,"Export Value","1000 US$",9
230,"Ukraine",7,"Angola",237,"Oil, soybean",5922,"Export Value","1000 US$",NA
230,"Ukraine",7,"Angola",268,"Oil, sunflower",5922,"Export Value","1000 US$",430
230,"Ukraine",7,"Angola",22,"Pastry",5922,"Export Value","1000 US$",NA
230,"Ukraine",7,"Angola",236,"Soybeans",5922,"Export Value","1000 US$",NA
230,"Ukraine",7,"Angola",168,"Sugar confectionery",5922,"Export Value","1000 US$",NA
230,"Ukraine",7,"Angola",164,"Sugar refined",5922,"Export Value","1000 US$",NA
230,"Ukraine",7,"Angola",110,"Wafers",5922,"Export Value","1000 US$",NA
230,"Ukraine",7,"Angola",631,"Waters,ice etc",5922,"Export Value","1000 US$",NA
230,"Ukraine",7,"Angola",15,"Wheat",5922,"Export Value","1000 US$",NA
230,"Ukraine",7,"Angola",900,"Whey, dry",5922,"Export Value","1000 US$",36
230,"Ukraine",8,"Antigua and Barbuda",515,"Apples",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",527,"Apricots, dry",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",1039,"Bacon and ham",5922,"Export Value","1000 US$",NA
230,"Ukraine",8,"Antigua and Barbuda",486,"Bananas",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",176,"Beans, dry",5922,"Export Value","1000 US$",NA
230,"Ukraine",8,"Antigua and Barbuda",414,"Beans, green",5922,"Export Value","1000 US$",NA
230,"Ukraine",8,"Antigua and Barbuda",51,"Beer of barley",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",634,"Beverages, distilled alcoholic",5922,"Export Value","1000 US$",NA
230,"Ukraine",8,"Antigua and Barbuda",633,"Beverages, non alcoholic",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",20,"Bread",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",89,"Buckwheat",5922,"Export Value","1000 US$",NA
230,"Ukraine",8,"Antigua and Barbuda",886,"Butter, cow milk",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",893,"Buttermilk, curdled, acidified milk",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",358,"Cabbages and other brassicas",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",426,"Carrots and turnips",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",393,"Cauliflowers and broccoli",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",113,"Cereal preparations nes",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",41,"Cereals, breakfast",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",907,"Cheese, processed",5922,"Export Value","1000 US$",NA
230,"Ukraine",8,"Antigua and Barbuda",901,"Cheese, whole cow milk",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",689,"Chillies and peppers, dry",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",401,"Chillies and peppers, green",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",666,"Chocolate products nes",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",828,"Cigarettes",5922,"Export Value","1000 US$",1
230,"Ukraine",8,"Antigua and Barbuda",829,"Cigars, cheroots",5922,"Export Value","1000 US$",NA
230,"Ukraine",8,"Antigua and Barbuda",698,"Cloves",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",665,"Cocoa, powder & cake",5922,"Export Value","1000 US$",NA
230,"Ukraine",8,"Antigua and Barbuda",659,"Coffee, extracts",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",657,"Coffee, roasted",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",885,"Cream fresh",5922,"Export Value","1000 US$",NA
230,"Ukraine",8,"Antigua and Barbuda",1293,"Crude materials",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",397,"Cucumbers and gherkins",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",577,"Dates",5922,"Export Value","1000 US$",NA
230,"Ukraine",8,"Antigua and Barbuda",399,"Eggplants (aubergines)",5922,"Export Value","1000 US$",NA
230,"Ukraine",8,"Antigua and Barbuda",1062,"Eggs, hen, in shell",5922,"Export Value","1000 US$",NA
230,"Ukraine",8,"Antigua and Barbuda",1037,"Fat, pigs",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",570,"Figs dried",5922,"Export Value","1000 US$",NA
230,"Ukraine",8,"Antigua and Barbuda",111,"Flour, cereals",5922,"Export Value","1000 US$",NA
230,"Ukraine",8,"Antigua and Barbuda",58,"Flour, maize",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",295,"Flour, mustard",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",16,"Flour, wheat",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",1232,"Food prep nes",5922,"Export Value","1000 US$",1
230,"Ukraine",8,"Antigua and Barbuda",115,"Food preparations, flour, malt extract",5922,"Export Value","1000 US$",NA
230,"Ukraine",8,"Antigua and Barbuda",620,"Fruit, dried nes",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",623,"Fruit, prepared nes",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",406,"Garlic",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",720,"Ginger",5922,"Export Value","1000 US$",NA
230,"Ukraine",8,"Antigua and Barbuda",507,"Grapefruit (inc. pomelos)",5922,"Export Value","1000 US$",NA
230,"Ukraine",8,"Antigua and Barbuda",560,"Grapes",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",1182,"Honey, natural",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",910,"Ice cream and edible ice",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",519,"Juice, apple, concentrated",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",518,"Juice, apple, single strength",5922,"Export Value","1000 US$",NA
230,"Ukraine",8,"Antigua and Barbuda",513,"Juice, citrus, single strength",5922,"Export Value","1000 US$",NA
230,"Ukraine",8,"Antigua and Barbuda",622,"Juice, fruit nes",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",562,"Juice, grape",5922,"Export Value","1000 US$",NA
230,"Ukraine",8,"Antigua and Barbuda",509,"Juice, grapefruit",5922,"Export Value","1000 US$",NA
230,"Ukraine",8,"Antigua and Barbuda",492,"Juice, orange, concentrated",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",491,"Juice, orange, single strength",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",576,"Juice, pineapple",5922,"Export Value","1000 US$",NA
230,"Ukraine",8,"Antigua and Barbuda",390,"Juice, tomato",5922,"Export Value","1000 US$",NA
230,"Ukraine",8,"Antigua and Barbuda",592,"Kiwi fruit",5922,"Export Value","1000 US$",NA
230,"Ukraine",8,"Antigua and Barbuda",407,"Leeks, other alliaceous vegetables",5922,"Export Value","1000 US$",NA
230,"Ukraine",8,"Antigua and Barbuda",497,"Lemons and limes",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",201,"Lentils",5922,"Export Value","1000 US$",NA
230,"Ukraine",8,"Antigua and Barbuda",372,"Lettuce and chicory",5922,"Export Value","1000 US$",NA
230,"Ukraine",8,"Antigua and Barbuda",18,"Macaroni",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",1242,"Margarine, short",5922,"Export Value","1000 US$",NA
230,"Ukraine",8,"Antigua and Barbuda",875,"Meat, beef, preparations",5922,"Export Value","1000 US$",NA
230,"Ukraine",8,"Antigua and Barbuda",867,"Meat, cattle",5922,"Export Value","1000 US$",NA
230,"Ukraine",8,"Antigua and Barbuda",870,"Meat, cattle, boneless (beef & veal)",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",1058,"Meat, chicken",5922,"Export Value","1000 US$",1
230,"Ukraine",8,"Antigua and Barbuda",1061,"Meat, chicken, canned",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",1035,"Meat, pig",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",1041,"Meat, pig sausages",5922,"Export Value","1000 US$",1
230,"Ukraine",8,"Antigua and Barbuda",1042,"Meat, pig, preparations",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",1038,"Meat, pork",5922,"Export Value","1000 US$",2
230,"Ukraine",8,"Antigua and Barbuda",977,"Meat, sheep",5922,"Export Value","1000 US$",NA
230,"Ukraine",8,"Antigua and Barbuda",1080,"Meat, turkey",5922,"Export Value","1000 US$",NA
230,"Ukraine",8,"Antigua and Barbuda",568,"Melons, other (inc.cantaloupes)",5922,"Export Value","1000 US$",NA
230,"Ukraine",8,"Antigua and Barbuda",909,"Milk, products of natural constituents nes",5922,"Export Value","1000 US$",NA
230,"Ukraine",8,"Antigua and Barbuda",889,"Milk, whole condensed",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",897,"Milk, whole dried",5922,"Export Value","1000 US$",NA
230,"Ukraine",8,"Antigua and Barbuda",882,"Milk, whole fresh cow",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",114,"Mixes and doughs",5922,"Export Value","1000 US$",0
230,"Ukraine",8,"Antigua and Barbuda",449,"Mushrooms and truffles",5922,"Export Value","1000 US$",NA
230,"Ukraine",8,"Antigua and Barbuda",451,"Mushrooms, canned",5922,"Export Value","1000 US$",0
